numero_processo,numero_cnj,classe_codigo,classe_nome,orgao_julgador,data_ajuizamento,ultima_atualizacao,qtd_movimentos,grau,link_consulta
50145698820184047000,5014569-88.2018.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2019-09-26,2024-08-30T18:54:24.118Z,45,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50145698820184047000&selOrigem=TRF&chkMostrarBaixados=1
50146246820204047000,5014624-68.2020.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2021-10-06,2024-09-21T16:28:22.033Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50146246820204047000&selOrigem=TRF&chkMostrarBaixados=1
50151639220244047000,5015163-92.2024.4.04.7000,426,Recurso em Sentido Estrito,GAB. 72 (Des. Federal ALEXANDRE GONÇALVES LIPPEL),2025-09-02,2026-06-03T11:01:11.499000Z,45,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50151639220244047000&selOrigem=TRF&chkMostrarBaixados=1
50151803620214047000,5015180-36.2021.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2026-08-26,2026-09-13T10:18:03.558000Z,20,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50151803620214047000&selOrigem=TRF&chkMostrarBaixados=1
50152964720184047000,5015296-47.2018.4.04.7000,417,Apelação Criminal,GAB. 81 (Juiz Federal NIVALDO BRUNONI),2019-04-03,2021-07-09T03:09:06.428000Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50152964720184047000&selOrigem=TRF&chkMostrarBaixados=1
50154004420154047000,5015400-44.2015.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2016-06-16,2021-07-24T02:25:47.196000Z,24,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50154004420154047000&selOrigem=TRF&chkMostrarBaixados=1
50154099320214047000,5015409-93.2021.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2023-09-18,2024-08-12T01:01:11.341000Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50154099320214047000&selOrigem=TRF&chkMostrarBaixados=1
50154598520224047000,5015459-85.2022.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2022-12-06,2025-05-12T21:12:17.692Z,28,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50154598520224047000&selOrigem=TRF&chkMostrarBaixados=1
50155967220194047000,5015596-72.2019.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2023-08-09,2026-01-14T17:26:12.911000Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50155967220194047000&selOrigem=TRF&chkMostrarBaixados=1
50156085720174047000,5015608-57.2017.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2018-01-11,2025-06-19T19:10:06.832Z,195,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50156085720174047000&selOrigem=TRF&chkMostrarBaixados=1
50156206620204047000,5015620-66.2020.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2020-07-10,2024-09-19T12:43:32.424Z,31,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50156206620204047000&selOrigem=TRF&chkMostrarBaixados=1
50156454020244047000,5015645-40.2024.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2025-09-03,2025-10-15T09:22:05.672Z,4,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50156454020244047000&selOrigem=TRF&chkMostrarBaixados=1
50163710520104047000,5016371-05.2010.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2016-06-27,2021-07-23T13:40:02.797000Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50163710520104047000&selOrigem=TRF&chkMostrarBaixados=1
50163721420154047000,5016372-14.2015.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2019-06-05,2024-08-29T12:44:48.890Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50163721420154047000&selOrigem=TRF&chkMostrarBaixados=1
50164570520124047000,5016457-05.2012.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2013-10-22,2021-07-23T13:45:58.020000Z,28,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50164570520124047000&selOrigem=TRF&chkMostrarBaixados=1
50165335820144047000,5016533-58.2014.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2016-08-31,2025-04-25T04:20:20.680Z,51,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50165335820144047000&selOrigem=TRF&chkMostrarBaixados=1
50165608020104047000,5016560-80.2010.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2012-03-22,2025-04-25T01:07:16.129Z,45,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50165608020104047000&selOrigem=TRF&chkMostrarBaixados=1
50165731120124047000,5016573-11.2012.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2017-11-07,2025-06-14T18:48:33.938Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50165731120124047000&selOrigem=TRF&chkMostrarBaixados=1
50167148320194047000,5016714-83.2019.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2020-03-18,2025-02-12T09:10:22.852Z,49,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50167148320194047000&selOrigem=TRF&chkMostrarBaixados=1
50167734720144047000,5016773-47.2014.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2015-03-31,2021-07-24T04:56:56.786000Z,37,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50167734720144047000&selOrigem=TRF&chkMostrarBaixados=1
50168205520134047000,5016820-55.2013.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2015-05-25,2021-07-23T23:19:48.268000Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50168205520134047000&selOrigem=TRF&chkMostrarBaixados=1
50168907220134047000,5016890-72.2013.4.04.7000,417,Apelação Criminal,GAB. 81 (Juiz Federal NIVALDO BRUNONI),2014-11-21,2021-07-23T10:54:59.730000Z,67,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50168907220134047000&selOrigem=TRF&chkMostrarBaixados=1
50173473620154047000,5017347-36.2015.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2016-03-30,2024-09-21T21:40:02.750Z,316,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50173473620154047000&selOrigem=TRF&chkMostrarBaixados=1
50173777620124047000,5017377-76.2012.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2017-01-31,2025-04-24T22:02:42.479Z,91,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50173777620124047000&selOrigem=TRF&chkMostrarBaixados=1
50174097120184047000,5017409-71.2018.4.04.7000,417,Apelação Criminal,Vice-Presidência,2019-02-14,2025-06-20T06:50:05.446Z,250,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50174097120184047000&selOrigem=TRF&chkMostrarBaixados=1
50174557020124047000,5017455-70.2012.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2014-10-17,2021-07-13T19:15:57.589000Z,52,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50174557020124047000&selOrigem=TRF&chkMostrarBaixados=1
50174694920154047000,5017469-49.2015.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2015-08-10,2024-08-29T10:58:01.130Z,175,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50174694920154047000&selOrigem=TRF&chkMostrarBaixados=1
50174738620154047000,5017473-86.2015.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2015-06-08,2025-06-13T23:58:11.638Z,68,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50174738620154047000&selOrigem=TRF&chkMostrarBaixados=1
50174938220124047000,5017493-82.2012.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2015-02-24,2021-07-23T23:33:37.170000Z,48,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50174938220124047000&selOrigem=TRF&chkMostrarBaixados=1
50176715020204047000,5017671-50.2020.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2023-04-18,2024-08-30T19:19:03.115Z,28,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50176715020204047000&selOrigem=TRF&chkMostrarBaixados=1
50177804520124047000,5017780-45.2012.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2015-10-19,2021-07-23T11:51:12.004000Z,38,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50177804520124047000&selOrigem=TRF&chkMostrarBaixados=1
50180916020174047000,5018091-60.2017.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2024-03-05,2026-09-11T03:50:58.554000Z,41,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50180916020174047000&selOrigem=TRF&chkMostrarBaixados=1
50183526920104047000,5018352-69.2010.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2011-03-31,2021-07-23T09:02:08.319000Z,41,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50183526920104047000&selOrigem=TRF&chkMostrarBaixados=1
50185068720104047000,5018506-87.2010.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2011-04-01,2025-06-14T19:36:46.192Z,52,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50185068720104047000&selOrigem=TRF&chkMostrarBaixados=1
50186632620114047000,5018663-26.2011.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2014-09-25,2021-07-24T02:37:12.531000Z,25,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50186632620114047000&selOrigem=TRF&chkMostrarBaixados=1
50187450320244047000,5018745-03.2024.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal ALEXANDRE GONÇALVES LIPPEL),2026-02-05,2026-05-08T04:17:36.047000Z,11,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50187450320244047000&selOrigem=TRF&chkMostrarBaixados=1
50187619320204047000,5018761-93.2020.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2021-07-11,2024-08-30T18:26:32.152Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50187619320204047000&selOrigem=TRF&chkMostrarBaixados=1
50188407720174047000,5018840-77.2017.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2018-09-14,2024-09-21T11:07:58.193Z,38,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50188407720174047000&selOrigem=TRF&chkMostrarBaixados=1
50188853720244047000,5018885-37.2024.4.04.7000,417,Apelação Criminal,Vice-Presidência,2025-07-29,2025-12-14T18:10:18.865Z,25,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50188853720244047000&selOrigem=TRF&chkMostrarBaixados=1
50189259220194047000,5018925-92.2019.4.04.7000,417,Apelação Criminal,VicePresidencia,2024-04-04,2026-09-11T13:57:23.255000Z,60,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50189259220194047000&selOrigem=TRF&chkMostrarBaixados=1
50189723220204047000,5018972-32.2020.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2021-08-12,2024-09-23T11:00:42.293Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50189723220204047000&selOrigem=TRF&chkMostrarBaixados=1
50189726620194047000,5018972-66.2019.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2019-11-21,2024-09-21T16:31:13.817Z,81,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50189726620194047000&selOrigem=TRF&chkMostrarBaixados=1
50190206420154047000,5019020-64.2015.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2017-09-11,2025-04-25T03:10:22.814Z,116,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50190206420154047000&selOrigem=TRF&chkMostrarBaixados=1
50190469120174047000,5019046-91.2017.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2018-03-12,2021-07-10T18:04:46.643000Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50190469120174047000&selOrigem=TRF&chkMostrarBaixados=1
50190745420204047000,5019074-54.2020.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2023-03-22,2025-06-14T20:53:09.225Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50190745420204047000&selOrigem=TRF&chkMostrarBaixados=1
50191107720124047000,5019110-77.2012.4.04.7000,417,Apelação Criminal,Vice-Presidência,2015-06-23,2024-09-22T03:20:22.236Z,432,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50191107720124047000&selOrigem=TRF&chkMostrarBaixados=1
50191474120114047000,5019147-41.2011.4.04.7000,417,Apelação Criminal,GAB. 81 (Juiz Federal NIVALDO BRUNONI),2013-06-21,2021-07-14T04:22:40.428000Z,60,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50191474120114047000&selOrigem=TRF&chkMostrarBaixados=1
50191503920244047000,5019150-39.2024.4.04.7000,417,Apelação Criminal,GAB 81 Des Federal LORACI FLORES DE LIMA,2026-07-17,2026-09-11T04:28:43.066000Z,5,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50191503920244047000&selOrigem=TRF&chkMostrarBaixados=1
50192683020154047000,5019268-30.2015.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2015-11-23,2021-07-23T10:23:10.019000Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50192683020154047000&selOrigem=TRF&chkMostrarBaixados=1
50192852720194047000,5019285-27.2019.4.04.7000,426,Recurso em Sentido Estrito,GAB. 83 (Des. Federal ANA PAULA DE BORTOLI),2025-10-07,2026-01-14T14:46:07.091000Z,18,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50192852720194047000&selOrigem=TRF&chkMostrarBaixados=1
50195012720154047000,5019501-27.2015.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2021-06-01,2025-04-25T01:07:25.602Z,48,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50195012720154047000&selOrigem=TRF&chkMostrarBaixados=1
50195480620124047000,5019548-06.2012.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2014-08-21,2022-06-05T06:28:46.358000Z,33,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50195480620124047000&selOrigem=TRF&chkMostrarBaixados=1
50195734820144047000,5019573-48.2014.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2016-02-29,2021-07-21T09:58:23.200000Z,52,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50195734820144047000&selOrigem=TRF&chkMostrarBaixados=1
50197149620164047000,5019714-96.2016.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2017-06-13,2024-09-20T08:30:42.213Z,86,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50197149620164047000&selOrigem=TRF&chkMostrarBaixados=1
50199785020154047000,5019978-50.2015.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2016-10-05,2025-06-14T11:58:49.027Z,45,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50199785020154047000&selOrigem=TRF&chkMostrarBaixados=1
50201658220204047000,5020165-82.2020.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2023-03-20,2024-08-12T16:20:54.518000Z,40,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50201658220204047000&selOrigem=TRF&chkMostrarBaixados=1
50202279820154047000,5020227-98.2015.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2020-11-09,2024-08-30T00:44:03.250Z,40,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50202279820154047000&selOrigem=TRF&chkMostrarBaixados=1
50206254020184047000,5020625-40.2018.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2019-08-16,2024-09-23T01:10:08.882Z,31,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50206254020184047000&selOrigem=TRF&chkMostrarBaixados=1
50206925820254047000,5020692-58.2025.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal ANA PAULA DE BORTOLI),2026-04-29,2026-05-07T23:26:28.161000Z,4,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50206925820254047000&selOrigem=TRF&chkMostrarBaixados=1
50208341420154047000,5020834-14.2015.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2016-09-16,2021-07-21T09:19:57.580000Z,27,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50208341420154047000&selOrigem=TRF&chkMostrarBaixados=1
50211015420134047000,5021101-54.2013.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2014-07-16,2021-07-24T02:48:20.991000Z,26,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50211015420134047000&selOrigem=TRF&chkMostrarBaixados=1
